City,State,Housing type,Project,Units,Sq. ft. per unit,Neighborhood,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Reno,NV,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.96,0.8,1.12,0.8–1.12,0.34,0.21,0.48,0.21–0.48,36
Baton Rouge,LA,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.93,0.82,1.03,0.82–1.03,0.36,0.28,0.43,0.28–0.43,37
Buffalo,NY,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.92,0.57,1.27,0.57–1.27,0.23,0.1,0.35,0.1–0.35,38
Nashville,TN,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.91,0.87,0.95,0.87–0.95,0.07,0.06,0.07,0.06–0.07,39
Durham,NC,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.88,0.83,0.94,0.83–0.94,0.17,0.15,0.18,0.15–0.18,40
Louisville,KY,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.88,0.8,0.96,0.8–0.96,0.03,0.03,0.04,0.03–0.04,41
Charleston,SC,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.88,0.81,0.95,0.81–0.95,0.12,0.1,0.14,0.1–0.14,42
San Antonio,TX,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.86,0.83,0.89,0.83–0.89,0.1,0.09,0.11,0.09–0.11,43
New Orleans,LA,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.81,0.76,0.85,0.76–0.85,0.09,0.07,0.1,0.07–0.1,44
Raleigh,NC,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.8,0.75,0.85,0.75–0.85,0.15,0.14,0.16,0.14–0.16,45
Baltimore,MD,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.77,0.66,0.88,0.66–0.88,0.35,0.28,0.42,0.28–0.42,46
Boise,ID,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.71,0.68,0.74,0.68–0.74,0.13,0.12,0.14,0.12–0.14,47
Little Rock,AR,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.68,0.61,0.75,0.61–0.75,0.01,0.01,0.01,0.01–0.01,48
Oklahoma City,OK,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.63,0.61,0.65,0.61–0.65,0.03,0.03,0.03,0.03–0.03,49
Wilmington,NC,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.62,0.57,0.66,0.57–0.66,0.01,0,0.01,0–0.01,50
Fort Worth,TX,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.6,0.59,0.61,0.59–0.61,0.1,0.09,0.1,0.09–0.1,51
Colorado Springs,CO,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.58,0.56,0.61,0.56–0.61,0.1,0.09,0.11,0.09–0.11,52
El Paso,TX,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.56,0.52,0.59,0.52–0.59,0.07,0.06,0.08,0.06–0.08,53
Mesa,AZ,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.53,0.5,0.55,0.5–0.55,0.07,0.06,0.07,0.06–0.07,54
Phoenix,AZ,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.53,0.51,0.54,0.51–0.54,0.06,0.06,0.07,0.06–0.07,55
Indianapolis,IN,Single-family,"Single-family, 1,500 sq. ft.",1,1500,"Urban core (25,000/sq. mi.)",0.47,0.43,0.52,0.43–0.52,0.02,0.01,0.03,0.01–0.03,56
San Francisco,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",3.75,3.29,4.21,3.29–4.21,0.96,0.77,1.14,0.77–1.14,1
Miami,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",3.25,2.71,3.8,2.71–3.8,1.43,1.11,1.75,1.11–1.75,2
Philadelphia,PA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.89,2.52,3.26,2.52–3.26,0.22,0.16,0.27,0.16–0.27,3
Oakland,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.7,2.26,3.13,2.26–3.13,0.4,0.3,0.5,0.3–0.5,4
Los Angeles,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.63,2.56,2.7,2.56–2.7,0.89,0.86,0.92,0.86–0.92,5
New York,NY,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.27,2.18,2.36,2.18–2.36,0.7,0.64,0.76,0.64–0.76,6
Honolulu,HI,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.25,2.19,2.32,2.19–2.32,0.75,0.72,0.78,0.72–0.78,7
Boston,MA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.23,1.59,2.86,1.59–2.86,1.33,0.76,1.9,0.76–1.9,8
Seattle,WA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.23,2.09,2.36,2.09–2.36,0.72,0.65,0.79,0.65–0.79,9
Providence,RI,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.21,1.4,3.02,1.4–3.02,0.16,0.09,0.24,0.09–0.24,10
Boulder,CO,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",2.14,1.83,2.46,1.83–2.46,0.5,0.42,0.59,0.42–0.59,11
San Diego,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.86,1.73,1.99,1.73–1.99,0.59,0.53,0.65,0.53–0.65,12
Cleveland,OH,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.75,1.54,1.95,1.54–1.95,0.6,0.5,0.7,0.5–0.7,13
Fort Lauderdale,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.54,1.27,1.82,1.27–1.82,0.4,0.29,0.51,0.29–0.51,14
Houston,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.48,1.4,1.56,1.4–1.56,0.28,0.25,0.31,0.25–0.31,15
Albuquerque,NM,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.45,1.37,1.52,1.37–1.52,0.1,0.09,0.1,0.09–0.1,16
St. Paul,MN,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.44,0.95,1.93,0.95–1.93,0.14,0.08,0.19,0.08–0.19,17
Portland,OR,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.44,1.37,1.5,1.37–1.5,0.57,0.53,0.61,0.53–0.61,18
Cincinnati,OH,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.42,1.26,1.58,1.26–1.58,0.2,0.16,0.24,0.16–0.24,19
Sacramento,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.37,1.29,1.45,1.29–1.45,0.33,0.3,0.36,0.3–0.36,20
Anaheim,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.31,1.1,1.53,1.1–1.53,0.46,0.37,0.56,0.37–0.56,21
Ann Arbor,MI,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.25,1.04,1.45,1.04–1.45,0.19,0.11,0.27,0.11–0.27,22
Sioux Falls,SD,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.24,0.97,1.51,0.97–1.51,0.06,0.03,0.1,0.03–0.1,23
Atlanta,GA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.21,1.15,1.26,1.15–1.26,0.36,0.32,0.41,0.32–0.41,24
Reno,NV,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.11,0.93,1.3,0.93–1.3,0.36,0.23,0.49,0.23–0.49,25
Spokane,WA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.09,1.03,1.16,1.03–1.16,0.07,0.06,0.07,0.06–0.07,26
New Orleans,LA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.07,1.02,1.12,1.02–1.12,0.14,0.12,0.15,0.12–0.15,27
Jacksonville,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.05,1.01,1.09,1.01–1.09,0.14,0.14,0.15,0.14–0.15,28
Omaha,NE,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.02,0.96,1.09,0.96–1.09,0.03,0.03,0.04,0.03–0.04,29
Austin,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",1.01,0.97,1.05,0.97–1.05,0.14,0.13,0.15,0.13–0.15,30
Orlando,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.94,0.9,0.99,0.9–0.99,0.21,0.19,0.23,0.19–0.23,31
Baton Rouge,LA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.8,0.73,0.87,0.73–0.87,0.2,0.16,0.23,0.16–0.23,32
Louisville,KY,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.75,0.72,0.78,0.72–0.78,0.03,0.03,0.04,0.03–0.04,33
Tulsa,OK,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.73,0.67,0.79,0.67–0.79,0.06,0.05,0.07,0.05–0.07,34
San Antonio,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.72,0.7,0.74,0.7–0.74,0.05,0.05,0.06,0.05–0.06,35
Nashville,TN,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.7,0.68,0.71,0.68–0.71,0.06,0.05,0.06,0.05–0.06,36
Little Rock,AR,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.68,0.63,0.74,0.63–0.74,0.01,0.01,0.01,0.01–0.01,37
Oklahoma City,OK,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.67,0.67,0.68,0.67–0.68,0.03,0.03,0.03,0.03–0.03,38
Columbus,OH,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.66,0.64,0.68,0.64–0.68,0.02,0.02,0.02,0.02–0.02,39
Boise,ID,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.65,0.64,0.66,0.64–0.66,0.12,0.11,0.12,0.11–0.12,40
Raleigh,NC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.62,0.59,0.65,0.59–0.65,0.13,0.12,0.14,0.12–0.14,41
Norfolk,VA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.62,0.55,0.69,0.55–0.69,0.15,0.11,0.18,0.11–0.18,42
Fort Worth,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.62,0.61,0.63,0.61–0.63,0.09,0.09,0.09,0.09–0.09,43
Mesa,AZ,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.62,0.59,0.64,0.59–0.64,0.05,0.04,0.05,0.04–0.05,44
Denver,CO,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.61,0.59,0.64,0.59–0.64,0.1,0.09,0.1,0.09–0.1,45
Charleston,SC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.61,0.59,0.62,0.59–0.62,0.07,0.07,0.08,0.07–0.08,46
Durham,NC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.59,0.58,0.6,0.58–0.6,0.08,0.07,0.08,0.07–0.08,47
Colorado Springs,CO,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.57,0.55,0.59,0.55–0.59,0.07,0.06,0.08,0.06–0.08,48
Phoenix,AZ,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.53,0.52,0.54,0.52–0.54,0.04,0.04,0.04,0.04–0.04,49
Tampa,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.52,0.49,0.55,0.49–0.55,0.12,0.1,0.13,0.1–0.13,50
Wilmington,NC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.52,0.5,0.54,0.5–0.54,0.01,0.01,0.01,0.01–0.01,51
El Paso,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.5,0.49,0.51,0.49–0.51,0.06,0.06,0.06,0.06–0.06,52
Indianapolis,IN,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Low-density suburb (1,000/sq. mi.)",0.4,0.37,0.43,0.37–0.43,0.01,0.01,0.01,0.01–0.01,53
Miami,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",3.49,3.24,3.75,3.24–3.75,1.33,1.21,1.45,1.21–1.45,1
San Francisco,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",3.45,3.03,3.87,3.03–3.87,1.01,0.83,1.2,0.83–1.2,2
Philadelphia,PA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.88,2.57,3.2,2.57–3.2,0.22,0.17,0.28,0.17–0.28,3
Pittsburgh,PA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.74,2.2,3.28,2.2–3.28,1.07,0.69,1.46,0.69–1.46,4
Oakland,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.73,2.46,3.01,2.46–3.01,0.43,0.37,0.49,0.37–0.49,5
Los Angeles,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.58,2.53,2.62,2.53–2.62,0.81,0.79,0.83,0.79–0.83,6
Boston,MA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.49,2.09,2.89,2.09–2.89,1.24,0.92,1.56,0.92–1.56,7
New York,NY,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.37,2.3,2.45,2.3–2.45,0.67,0.64,0.71,0.64–0.71,8
Honolulu,HI,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.18,2.12,2.25,2.12–2.25,0.7,0.67,0.72,0.67–0.72,9
San Jose,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.15,1.69,2.61,1.69–2.61,0.35,0.18,0.52,0.18–0.52,10
Providence,RI,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.13,1.6,2.65,1.6–2.65,0.15,0.1,0.19,0.1–0.19,11
San Diego,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.05,1.95,2.15,1.95–2.15,0.63,0.59,0.67,0.59–0.67,12
Seattle,WA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2.03,1.96,2.11,1.96–2.11,0.61,0.57,0.65,0.57–0.65,13
Boulder,CO,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",2,1.75,2.26,1.75–2.26,0.47,0.4,0.55,0.4–0.55,14
St. Paul,MN,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.96,1.64,2.29,1.64–2.29,0.16,0.13,0.19,0.13–0.19,15
Fort Lauderdale,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.91,1.71,2.12,1.71–2.12,0.51,0.43,0.59,0.43–0.59,16
Buffalo,NY,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.79,1.28,2.3,1.28–2.3,0.54,0.28,0.79,0.28–0.79,17
Cleveland,OH,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.68,1.53,1.83,1.53–1.83,0.57,0.51,0.64,0.51–0.64,18
Houston,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.56,1.5,1.63,1.5–1.63,0.29,0.27,0.31,0.27–0.31,19
Baltimore,MD,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.52,1.18,1.86,1.18–1.86,0.72,0.47,0.97,0.47–0.97,20
Anaheim,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.5,1.34,1.67,1.34–1.67,0.58,0.49,0.67,0.49–0.67,21
Albuquerque,NM,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.5,1.42,1.58,1.42–1.58,0.1,0.09,0.11,0.09–0.11,22
Cincinnati,OH,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.46,1.37,1.54,1.37–1.54,0.23,0.2,0.25,0.2–0.25,23
Sacramento,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.42,1.35,1.49,1.35–1.49,0.42,0.39,0.45,0.39–0.45,24
Atlanta,GA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.3,1.25,1.36,1.25–1.36,0.39,0.36,0.43,0.36–0.43,25
Portland,OR,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.29,1.26,1.32,1.26–1.32,0.49,0.47,0.5,0.47–0.5,26
Ann Arbor,MI,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.27,1.09,1.45,1.09–1.45,0.2,0.14,0.26,0.14–0.26,27
Sioux Falls,SD,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.23,0.97,1.5,0.97–1.5,0.05,0.02,0.07,0.02–0.07,28
Austin,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.23,1.19,1.28,1.19–1.28,0.22,0.21,0.24,0.21–0.24,29
Spokane,WA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.15,1.07,1.24,1.07–1.24,0.08,0.07,0.08,0.07–0.08,30
Reno,NV,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.12,0.94,1.3,0.94–1.3,0.37,0.23,0.5,0.23–0.5,31
Jacksonville,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1.1,1.06,1.14,1.06–1.14,0.16,0.15,0.16,0.15–0.16,32
Omaha,NE,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1,0.94,1.07,0.94–1.07,0.03,0.02,0.03,0.02–0.03,33
Orlando,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",1,0.95,1.05,0.95–1.05,0.21,0.19,0.23,0.19–0.23,34
New Orleans,LA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.97,0.94,1.01,0.94–1.01,0.12,0.11,0.13,0.11–0.13,35
Tulsa,OK,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.96,0.87,1.05,0.87–1.05,0.09,0.07,0.1,0.07–0.1,36
Denver,CO,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.93,0.91,0.95,0.91–0.95,0.2,0.19,0.21,0.19–0.21,37
Baton Rouge,LA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.89,0.81,0.97,0.81–0.97,0.25,0.21,0.29,0.21–0.29,38
Tampa,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.83,0.8,0.86,0.8–0.86,0.18,0.17,0.19,0.17–0.19,39
Nashville,TN,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.82,0.8,0.83,0.8–0.83,0.06,0.06,0.07,0.06–0.07,40
Columbus,OH,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.81,0.78,0.83,0.78–0.83,0.04,0.04,0.05,0.04–0.05,41
San Antonio,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.8,0.78,0.82,0.78–0.82,0.07,0.07,0.08,0.07–0.08,42
Louisville,KY,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.79,0.75,0.83,0.75–0.83,0.03,0.03,0.04,0.03–0.04,43
Norfolk,VA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.76,0.71,0.81,0.71–0.81,0.17,0.14,0.2,0.14–0.2,44
Charleston,SC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.75,0.71,0.78,0.71–0.78,0.09,0.09,0.1,0.09–0.1,45
Little Rock,AR,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.73,0.67,0.79,0.67–0.79,0.01,0.01,0.01,0.01–0.01,46
Raleigh,NC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.72,0.68,0.75,0.68–0.75,0.14,0.13,0.15,0.13–0.15,47
Durham,NC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.71,0.69,0.73,0.69–0.73,0.1,0.1,0.11,0.1–0.11,48
Boise,ID,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.7,0.68,0.71,0.68–0.71,0.12,0.12,0.13,0.12–0.13,49
Oklahoma City,OK,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.68,0.67,0.69,0.67–0.69,0.03,0.03,0.03,0.03–0.03,50
Fort Worth,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.62,0.61,0.63,0.61–0.63,0.09,0.09,0.09,0.09–0.09,51
Mesa,AZ,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.6,0.57,0.62,0.57–0.62,0.06,0.05,0.07,0.05–0.07,52
Colorado Springs,CO,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.58,0.56,0.6,0.56–0.6,0.08,0.07,0.08,0.07–0.08,53
Wilmington,NC,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.57,0.55,0.59,0.55–0.59,0.01,0.01,0.01,0.01–0.01,54
Phoenix,AZ,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.55,0.55,0.56,0.55–0.56,0.05,0.05,0.05,0.05–0.05,55
El Paso,TX,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.55,0.53,0.56,0.53–0.56,0.07,0.06,0.07,0.06–0.07,56
Indianapolis,IN,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"City neighborhood (4,000/sq. mi.)",0.44,0.41,0.47,0.41–0.47,0.01,0.01,0.02,0.01–0.02,57
Miami,FL,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",3.66,3.44,3.88,3.44–3.88,1.27,1.16,1.37,1.16–1.37,1
San Francisco,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",3.27,2.83,3.7,2.83–3.7,1.05,0.85,1.25,0.85–1.25,2
Philadelphia,PA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",2.88,2.59,3.18,2.59–3.18,0.23,0.18,0.28,0.18–0.28,3
Pittsburgh,PA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",2.88,2.29,3.46,2.29–3.46,1.8,1.17,2.43,1.17–2.43,4
Oakland,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",2.76,2.54,2.99,2.54–2.99,0.45,0.4,0.5,0.4–0.5,5
Boston,MA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",2.67,2.34,3.01,2.34–3.01,1.19,0.95,1.42,0.95–1.42,6
Los Angeles,CA,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",2.54,2.5,2.58,2.5–2.58,0.76,0.74,0.77,0.74–0.77,7
New York,NY,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",2.44,2.37,2.52,2.37–2.52,0.65,0.62,0.68,0.62–0.68,8
St. Paul,MN,Single-family,"Single-family, 2,000 sq. ft.",1,2000,"Dense city neighborhood (10,000/sq. mi.)",2.41,2.04,2.78,2.04–2.78,0.18,0.15,0.2,0.15–0.2,9
